
-0.88,0.28,-0.15,0.91,-0.45,0.03
-0.88,0.29,-0.14,0.74,-0.50,-0.10
-0.88,0.28,-0.14,0.69,-0.46,-0.19
-0.88,0.28,-0.14,4.61,-1.47,0.50
-0.88,0.28,-0.13,4.11,-1.53,0.20
-0.88,0.28,-0.14,-0.69,0.00,-0.07
-0.88,0.28,-0.15,3.82,-1.25,0.71
-0.88,0.28,-0.14,0.29,-0.47,-0.29
-0.88,0.28,-0.15,-0.05,-0.15,0.34
-0.87,0.27,-0.14,-1.15,0.10,-0.54
-0.88,0.28,-0.14,1.74,-0.41,-0.24
-0.88,0.29,-0.15,-0.53,0.10,-0.01
-0.88,0.28,-0.14,-1.44,0.56,-0.66
-0.88,0.28,-0.15,0.71,-0.55,-1.47
-0.88,0.28,-0.15,1.83,-1.13,0.06
-0.88,0.28,-0.14,1.42,-0.68,-0.17
-0.88,0.28,-0.15,0.46,-0.27,-0.45
-0.88,0.29,-0.15,2.10,-0.56,0.24
-0.87,0.28,-0.15,0.59,-0.45,-0.71
-1.07,0.20,-0.17,-133.15,34.50,79.15
-0.84,0.16,-0.02,-250.14,9.21,-5.63
-0.89,0.31,-0.30,103.56,32.35,139.11
-0.58,0.38,0.37,250.13,-250.14,149.42
-0.65,0.00,-0.27,203.22,-25.85,-65.11
-0.78,0.11,-1.56,250.13,8.21,11.08
-0.00,0.25,-1.04,-1.37,4.57,-32.31
0.07,-0.07,-1.07,-7.17,7.54,-0.10
0.14,0.03,-1.05,1.67,-1.27,-0.23
0.14,0.01,-1.04,0.69,-0.45,-0.27
0.15,0.01,-1.04,0.76,-0.31,-0.28
0.15,0.01,-1.04,0.56,-0.01,-0.05
0.14,0.02,-1.03,-0.21,0.26,-0.15
0.14,0.02,-1.04,0.18,-0.21,-0.21
0.14,0.02,-1.03,0.75,-0.29,0.09
0.14,0.02,-1.04,0.99,-1.10,-0.21
0.09,0.01,-1.04,1.05,-8.44,-0.08
0.10,0.01,-1.05,0.96,-2.91,-0.05
0.09,0.02,-1.04,0.91,-0.49,-0.12
0.01,0.01,-1.04,0.53,-12.60,-5.05
-0.01,0.02,-1.03,0.77,-3.56,0.02
-0.04,0.01,-1.03,0.56,5.04,0.27
-0.03,0.02,-1.04,0.83,1.34,0.15
-0.01,0.01,-1.04,0.76,1.63,0.01
-0.01,0.02,-1.04,0.82,1.05,-0.09
0.01,0.01,-1.04,0.76,1.03,-0.05
-0.00,0.02,-1.03,0.80,-0.95,0.07
0.00,0.01,-1.04,0.67,-0.16,0.02
0.00,0.02,-1.04,0.71,-1.40,0.04
0.01,0.01,-1.03,0.73,-0.29,0.13
0.01,0.01,-1.04,0.78,-0.68,0.04
0.00,0.01,-1.03,0.76,1.05,-0.02
0.00,0.01,-1.04,0.76,-0.03,0.11
-0.00,0.01,-1.04,0.82,-12.12,0.01
0.10,-0.64,0.12,250.13,82.98,0.03
-0.50,-0.75,0.28,137.65,-29.51,8.69
-0.01,0.02,1.02,1.06,-0.33,-0.56
-0.00,0.01,1.02,0.24,-0.14,-0.19
-0.00,0.01,1.01,0.15,-0.31,2.56
-0.01,0.02,1.01,1.14,-0.27,-0.09
-0.01,0.01,1.01,0.78,0.17,-2.53
0.00,0.01,1.02,0.69,-0.05,-0.91
-0.01,0.01,1.01,0.47,-0.37,-0.45
-0.00,0.01,1.01,0.31,-0.22,-0.27
-0.00,0.01,1.02,0.53,-0.25,-0.26
-0.01,0.01,1.01,0.50,-0.27,-0.16
-0.00,0.02,1.03,0.54,-0.17,-0.14
-0.00,0.01,1.01,0.24,-0.27,-0.07
-0.01,0.01,1.01,0.57,0.39,-0.02
0.03,-0.03,1.02,-25.00,10.31,24.31
0.06,-0.55,-0.90,-164.54,21.95,-27.01
0.36,-0.29,-1.42,-1.66,250.13,-198.00
0.10,-0.33,0.38,-220.63,145.68,-220.70
-0.44,-1.00,2.00,-44.11,-48.69,-77.95
-0.03,-0.32,0.48,78.39,-45.97,-179.20
0.47,-0.90,-1.18,250.13,32.96,-250.14
0.97,0.59,1.47,-107.85,-231.78,133.26
-0.18,0.25,0.50,-250.14,-250.14,-250.14
-1.05,-0.87,-2.00,250.13,250.13,-250.14
-2.00,-2.00,2.00,-42.89,-42.20,-250.14
-1.59,0.29,-1.90,250.13,250.13,-250.14
-2.00,0.49,0.33,-250.14,250.13,-45.23
0.65,-0.25,0.14,10.90,214.96,-21.17
0.10,0.11,1.25,-117.37,140.59,-36.43
0.45,0.15,1.07,-6.63,25.51,40.01
-0.00,0.04,1.06,-6.27,-0.40,-3.89
-0.00,0.08,1.01,2.06,-0.17,10.59
0.06,0.07,1.01,-0.74,-0.01,2.53
0.00,0.01,1.01,1.44,-0.06,0.15
-0.01,0.01,1.02,0.49,-0.15,0.13
-0.00,-0.00,1.01,1.34,0.16,0.20
-0.00,0.00,1.02,0.40,-0.05,0.05
-0.00,-0.00,1.01,0.69,0.08,0.04
0.00,0.00,1.02,0.51,-0.21,0.08
-0.00,0.01,1.02,0.71,-0.24,0.06
-0.01,0.00,1.02,0.31,0.12,2.41
0.00,0.01,1.01,0.53,-0.14,-0.03
-0.00,0.00,1.01,0.56,-0.49,-2.95
0.00,0.01,1.01,0.35,-0.23,-0.24
-0.01,0.01,1.00,0.44,-0.50,0.03
0.01,0.01,1.01,0.23,-0.16,-0.13
-0.00,0.00,1.00,0.39,-0.23,-0.06
-0.01,0.00,1.01,0.30,-0.24,-2.12
-0.01,0.01,1.01,0.50,-0.18,-0.05
-0.00,0.02,1.01,0.41,-0.24,-0.02
0.42,-0.07,0.35,-18.33,-250.14,164.09
1.03,0.17,0.42,-13.89,24.53,15.73
1.03,-0.15,0.28,-7.18,-16.57,4.53
1.06,-0.12,0.15,-11.77,14.89,17.55
1.04,-0.07,0.16,0.71,-10.70,2.37
1.04,-0.04,0.10,-1.04,-0.07,-0.21
1.07,-0.04,0.13,0.79,2.50,-1.37
0.96,0.13,-0.23,-47.07,-250.14,50.15
0.25,0.02,-1.04,-10.08,0.79,-6.46
0.21,0.14,-1.01,-6.85,6.55,3.83
0.26,0.15,-1.00,1.78,-0.24,1.61
0.26,0.14,-1.02,8.77,7.61,3.15
0.26,0.33,1.25,-61.27,115.85,-5.82
-0.01,-0.00,1.01,-1.47,-0.22,6.06
-0.01,-0.00,1.01,-0.27,-0.39,-1.24
-0.00,0.02,1.01,3.09,0.32,-4.18
-0.01,-0.01,1.02,1.75,-0.41,-0.16
0.01,0.01,1.01,-0.37,-0.76,23.42
-0.00,-0.00,1.01,0.79,-0.29,0.01
-0.14,-0.00,0.99,1.59,65.47,-5.11
-0.66,0.00,0.69,-11.38,19.16,10.30
-0.83,0.07,0.46,24.60,4.02,-11.67
-0.92,0.08,0.14,3.42,12.05,-0.05
-0.92,0.16,0.01,-3.03,-4.35,-3.50
-0.93,0.12,-0.34,12.88,28.79,-4.64
-0.82,0.08,-0.48,-1.10,9.60,3.22
-0.82,0.09,-0.47,0.48,-11.29,-3.16
-0.23,-0.10,0.61,250.13,-250.14,3.26
1.03,0.33,0.08,130.88,-69.74,68.03
-0.03,-0.10,-1.28,-15.42,-22.31,-39.66
-0.01,0.20,-0.99,1.18,-7.92,-5.99
-0.03,0.20,-1.02,39.73,-16.82,-1.03
0.15,-0.02,-1.04,-2.62,-2.50,0.34
0.14,0.00,-1.05,-1.36,1.73,-1.63
0.14,0.06,-1.03,-1.38,1.25,3.04
0.14,0.04,-1.04,1.41,0.48,3.36
0.15,0.02,-1.05,3.37,-0.99,2.99
0.29,-0.96,-0.11,3.09,-13.18,15.01
0.17,-0.99,-0.05,4.28,1.66,-2.27
0.23,-0.97,-0.11,-1.22,-0.06,-2.89
0.25,-0.97,-0.12,-1.43,0.05,0.29
0.21,-1.00,-0.05,-1.27,-0.70,-0.36
0.24,-0.98,-0.12,-3.15,1.88,-1.12
0.19,-0.98,-0.04,1.99,1.09,0.11
0.20,-1.00,-0.03,1.07,-1.47,0.17
0.20,-1.00,-0.03,4.03,-3.69,1.18
0.25,-0.92,-0.15,0.05,-0.72,3.86
0.20,-0.97,-0.04,0.27,-2.15,1.73
0.21,-1.00,-0.04,1.79,-0.58,0.21
0.39,-1.04,-0.05,156.39,-22.97,30.32
-0.21,-0.88,0.09,-49.02,-87.71,49.89
-0.76,-0.51,0.12,-3.23,-7.13,7.60
-0.78,-0.52,0.14,-0.85,0.05,2.10
-0.78,-0.49,0.13,1.14,1.76,-1.10
-0.63,-0.67,0.23,1.05,5.11,-160.26
0.32,-0.93,-0.08,8.86,-11.91,-41.24
0.53,-0.88,0.02,0.27,-0.14,-2.27
0.59,-0.85,0.03,38.56,-7.08,-8.89
0.80,-0.52,0.38,48.61,49.23,55.95
0.24,-0.18,0.97,53.66,20.00,59.47
0.08,0.05,1.00,4.91,5.05,8.89
0.09,0.13,1.01,4.29,-1.35,0.97
0.15,0.14,1.00,3.95,-10.15,2.10
0.18,0.16,1.00,1.34,-0.69,-0.05
0.16,0.17,0.98,-0.24,4.60,-3.55
0.12,0.13,1.00,1.02,0.81,-0.11
0.11,0.15,1.00,-2.05,-0.50,2.73
-0.05,0.21,1.08,8.77,-17.37,83.47
-0.08,0.01,0.87,-52.74,43.14,35.39
0.10,-0.11,0.88,32.46,-75.76,7.39
0.14,0.57,0.61,42.19,40.33,-60.06
-0.48,0.04,0.74,-48.83,3.39,-14.86
-0.18,-0.31,0.91,-20.92,66.55,-83.12
-0.15,0.77,1.17,0.47,12.82,16.82
0.33,-0.13,1.03,-1.40,0.06,-0.86
-0.02,0.03,1.02,2.07,-0.23,-15.78
-0.00,0.01,1.01,0.60,-0.30,-0.35
-0.01,0.01,1.01,0.53,-0.14,-0.51
-0.00,0.00,1.01,0.62,-0.20,-0.36
-0.00,0.01,1.01,0.41,-0.25,-0.35
-0.01,0.01,1.00,0.52,-0.13,-0.21
-0.00,0.01,1.01,0.63,-0.15,-0.49
-0.01,0.01,1.00,0.54,-0.13,-0.25
-0.00,0.01,1.02,0.75,-0.21,-0.39
-0.00,0.01,1.00,0.68,-0.22,-0.40
-0.00,0.02,1.01,0.46,-0.18,-0.29
-0.01,0.01,1.00,0.60,-0.18,-0.35
0.15,0.44,0.85,4.35,26.54,-211.31
0.38,0.71,1.46,54.35,-173.94,10.57
1.14,0.47,0.37,34.05,-33.44,-7.11
1.04,-0.25,0.00,-32.50,16.39,-5.18
1.08,-0.22,0.04,-7.00,0.80,-22.81
1.15,-0.17,0.08,-67.05,37.10,36.26
1.00,-0.17,0.16,-52.79,32.86,-24.85
0.81,-0.18,0.26,-82.11,34.80,-47.40
0.97,0.02,0.61,2.08,202.00,-44.55
-0.71,-0.06,0.21,16.95,250.13,-165.83
0.43,-1.06,0.15,107.78,-184.70,-250.14
0.85,-0.37,0.57,246.33,250.13,-197.50
-0.03,-0.15,0.93,83.39,-15.53,24.31
-0.01,0.02,1.03,19.45,-10.65,0.88
0.00,0.01,1.01,-0.31,-0.86,0.24
-0.00,0.00,1.01,0.38,0.24,-0.36
0.00,0.01,1.00,0.38,-0.14,-0.11
-0.01,0.00,1.01,0.36,-0.12,0.04
-0.00,0.01,1.01,0.41,-0.14,-0.11
-0.01,0.01,1.00,0.37,0.00,-0.02
-0.01,0.01,1.01,0.42,-0.22,-0.20
-0.00,0.01,1.01,0.14,-0.15,-0.23
0.00,0.00,1.01,0.44,-0.36,-0.05
-0.00,0.01,1.00,0.35,0.06,-0.11
-0.00,0.00,1.00,-0.04,-0.11,-0.17
-0.00,0.00,1.01,0.17,-0.05,-0.12
-0.00,0.00,1.00,0.49,0.00,-0.07
-0.00,0.00,1.01,0.52,-0.30,-0.15
0.00,0.00,1.01,0.82,-0.10,-0.03
-0.00,0.00,1.01,0.37,-0.05,-0.19
-0.00,0.01,1.01,0.44,-0.15,-0.15
-0.00,0.01,1.01,0.32,-0.17,-0.18
-0.00,0.00,1.01,0.37,-0.19,-0.18
-0.00,0.00,1.01,0.50,-0.25,-0.04
0.00,0.01,1.00,0.27,-0.08,-0.16
-0.00,0.00,1.01,0.46,-0.32,-0.06
0.00,0.00,1.01,0.50,-0.24,-0.13
