44,136,16352,19,-36,-11
60,-88,16480,-2,-10,-16
16,-36,16464,-15,-12,-11
76,-144,16480,-25,-22,-1
116,80,16528,1,-8,10
-52,-76,16220,-17,-33,-13
-48,-44,16412,11,-16,-4
-16,-100,16368,-20,-32,-15
100,-100,16356,2,-8,3
44,-40,16568,3,-9,-14
104,4,16504,-7,-23,-22
0,-64,16612,20,-3,4
-84,-52,16488,-7,-11,-19
4,-16,16548,14,-26,-16
-24,40,16544,20,-19,8
60,-32,16472,-9,3,-6
40,12,16436,-4,-8,9
-12,-36,16420,-2,8,-29
-4,-52,16488,-18,-23,-13
-40,-32,16528,-9,15,5
32,-64,16388,-16,-36,-18
20,-40,16328,-9,-9,-14
-16,-56,16632,-6,-1,-13
-72,-172,16380,3,8,4
60,-84,16568,-3,3,-9
68,-4,16568,-13,-7,-15
92,-12,16496,-5,12,-14
172,-64,16468,-23,11,-7
20,-124,16388,-1,10,-12
40,-88,16364,-24,4,13
128,16,16492,-1,-9,-11
-12,-152,16520,-4,-22,3
52,-144,16344,-16,-9,-1
88,-104,16496,-1,-10,-18
-12,-44,16496,-7,-12,3
60,-92,16356,-4,-4,8
-24,-116,16500,-42,-3,7
-108,36,16656,7,-4,4
-8,-96,16340,-11,1,-2
-180,-88,16860,-108,-9,-29
-24,36,16396,7,-10,-28
-44,44,16256,-3,-26,7
